context,question,correct_answer,answer_start
"Batalhas duras nas ilhas japonesas de Iwo Jima, Okinawa e outras resultaram em baixas horríveis de ambos os lados, mas finalmente produziram uma derrota japonesa. Das 117.000 tropas japonesas que defendiam Okinawa, 94% morreram. Diante da perda da maioria de seus pilotos experientes, os japoneses aumentaram o uso de táticas kamikaze na tentativa de criar baixas inaceitavelmente altas para os Aliados. A Marinha dos EUA propôs forçar uma rendição japonesa através de um total bloqueio naval e ataques aéreos.",Como os japoneses tentaram causar altas baixas aliadas?,táticas kamikaze,318
"Em setembro de 1961, enquanto trabalhavam na Texas Instruments em Dallas, Texas, James R. Biard e Gary Pittman descobriram emissão de luz no infravermelho próximo (900 nm) de um diodo de túnel que eles haviam construído em um substrato GaAs. Em outubro de 1961, eles haviam demonstrado eficiente emissão de luz e acoplamento de sinal entre um emissor de luz de junção GaAs p-n e um fotodetector semicondutor isolado eletricamente. Em 8 de agosto de 1962, Biard e Pittman registraram uma patente intitulada ""Diodo Radiante Semicondutor"" com base em suas descobertas, que descreviam um LED de junção p-n difusa de zinco com um contato de cátodo espaçado para permitir a emissão eficiente de luz infravermelha sob polarização direta. Depois de estabelecer a prioridade de seu trabalho com base em cadernos de engenharia anteriores aos envios de G.E. Labs, RCA Research Labs, IBM Research Labs, Bell Labs e Lincoln Lab no MIT, o escritório de patentes dos EUA emitiu aos dois inventores a patente do diodo emissor de luz infravermelho (IR) GaAs (Patente EUA US3293513), o primeiro LED prático . Imediatamente após o registro da patente, a Texas Instruments (TI) iniciou um projeto para fabricar diodos infravermelhos. Em outubro de 1962, a TI anunciou o primeiro produto comercial de LED (o SNX-100), que empregava um cristal GaAs puro para emitir uma saída de luz de 890 nm. Em outubro de 1963, a TI anunciou o primeiro LED comercial hemisférico, o SNX-110.",Que tipo de diodo foi usado para ajudar a descobrir a emissão de luz infravermelha próxima?,túnel,187
"O general Francisco Franco - ele mesmo galego de Ferrol - governou como ditador da guerra civil até sua morte em 1975. O regime centralizador de Franco suprimiu qualquer uso oficial da língua galega, incluindo o uso de nomes galegos para recém-nascidos, embora seu uso oral diário fosse não é proibido. Entre as tentativas de resistência estavam pequenos grupos guerrilheiros de esquerda, como os liderados por José Castro Veiga (""El Piloto"") e Benigno Andrade (""Foucellas""), os quais foram capturados e executados. Na década de 1960, ministros como Manuel Fraga Iribarne introduziram algumas reformas, permitindo que tecnocratas afiliados ao Opus Dei modernizassem a administração de uma maneira que facilitasse o desenvolvimento econômico capitalista. No entanto, durante décadas, a Galiza ficou amplamente restrita ao papel de fornecedor de matérias-primas e energia para o resto da Espanha, causando estragos ambientais e levando a uma onda de migração para a Venezuela e para várias partes da Europa. A Fenosa, fornecedora monopolista de eletricidade, construiu barragens hidrelétricas, inundando muitos vales dos rios galegos.",Qual era o apelido do lutador de guerrilha José Castro Veiga?,El Piloto,431
"O 64Zn, o isótopo mais abundante de zinco, é muito suscetível à ativação de nêutrons, sendo transmutado no 65Zn altamente radioativo, que tem meia-vida de 244 dias e produz intensa radiação gama. Por esse motivo, o óxido de zinco usado em reatores nucleares como agente anticorrosivo é empobrecido em 64Zn antes do uso, o que é chamado de óxido de zinco empobrecido. Pela mesma razão, o zinco foi proposto como material de salga para armas nucleares (o cobalto é outro material de salga mais conhecido). Uma camada de 64Zn isotopicamente enriquecido seria irradiada pelo intenso fluxo de nêutrons de alta energia de uma arma termonuclear em explosão, formando uma grande quantidade de 65Zn, aumentando significativamente a radioatividade das consequências da arma. Sabe-se que essa arma nunca foi construída, testada ou usada. O 65Zn também é usado como marcador para estudar como as ligas que contêm zinco se desgastam, ou o caminho e o papel do zinco nos organismos.",Qual é o isótopo de zinco mais abundante?,64Zn,2
"As transmissões de televisão de 30 linhas, digitalizadas mecanicamente, por John Logie Baird começaram em 1929, usando o transmissor da BBC em Londres, e em 1930 uma programação regular de programas era transmitida pela antena da BBC em Brookmans Park. A produção televisiva foi transferida da empresa de Baird para a que hoje é conhecida como BBC One em 2 de agosto de 1932 e continuou até setembro de 1935. A televisão com varredura eletrônica programada regularmente começou do Alexandra Palace em Londres em 2 de novembro de 1936 para apenas algumas centenas de espectadores na área imediata. O primeiro programa transmitido - e, portanto, o primeiro de todos os tempos, em um canal de TV dedicado - foi ""Abertura do Serviço de Televisão da BBC"" às 15:00. A primeira grande transmissão externa foi a coroação do rei George VI e da rainha Elizabeth em maio de 1937. O serviço estava atingindo um número estimado de 25.000 a 40.000 casas antes do início da Segunda Guerra Mundial, que causou a suspensão do serviço em setembro de 1939. As transmissões da VHF teria fornecido um sinal de rádio ideal para os bombardeiros alemães que chegavam a Londres, e os engenheiros e técnicos do serviço seriam necessários para o esforço de guerra, em particular o programa de radar.",Onde estava localizado o transmissor da BBC em 1930?,Brookmans Park,237
"A legislatura unicameral (o Fono) consiste em 49 membros que cumprem mandatos de 5 anos. Quarenta e sete são titulares matai eleitos dos distritos territoriais pelos samoanos; os outros dois são escolhidos por não-samoanos sem afiliação principalmente em listas eleitorais separadas. O sufrágio universal foi adotado em 1990, mas apenas os chefes (matai) podem concorrer à eleição para os assentos samoanos. Existem mais de 25.000 matais no país, dos quais cerca de 5% são mulheres. O primeiro ministro, escolhido por maioria no Fono, é nomeado pelo chefe de estado para formar um governo. As escolhas do primeiro-ministro para as 12 posições do gabinete são nomeadas pelo chefe de estado, sujeitas à confiança contínua do Fono.",Quantos dos membros do Fono são eleitos para o cargo?,Quarenta e sete,89
"A erva doce colhida pela aspersão é colocada em uma chaleira, ou ""cobre"" (assim chamado porque esses vasos eram tradicionalmente feitos de cobre) e fervida, geralmente por cerca de uma hora. Durante a fervura, a água no mosto evapora, mas os açúcares e outros componentes do mosto permanecem; isso permite um uso mais eficiente das fontes de amido na cerveja. A ebulição também destrói as enzimas restantes que sobraram do estágio de esmagamento. O lúpulo é adicionado durante a fervura como fonte de amargura, sabor e aroma. O lúpulo pode ser adicionado em mais de um ponto durante a fervura. Quanto mais tempo o lúpulo é cozido, mais amargura contribui, mas menos sabor e aroma de lúpulo permanecem na cerveja.",O que a erva-doce fervente destrói?,enzimas,389
"As aves migratórias podem usar duas ferramentas eletromagnéticas para encontrar seus destinos: uma totalmente inata e outra que depende da experiência. Um pássaro jovem em sua primeira migração voa na direção correta de acordo com o campo magnético da Terra, mas não sabe até que ponto a jornada será. Isso é feito através de um mecanismo de pares radicais, no qual as reações químicas em pigmentos fotográficos especiais sensíveis a comprimentos de onda longos são afetadas pelo campo. Embora isso funcione apenas durante o dia, não usa a posição do sol de forma alguma. Nesta fase, o pássaro está na posição de um escoteiro com uma bússola, mas sem mapa, até que se acostume com a jornada e possa colocar em uso seus outros recursos. Com a experiência, ele aprende vários marcos e esse ""mapeamento"" é feito por magnetitas no sistema trigêmeo, que dizem ao pássaro o quão forte é o campo. Como os pássaros migram entre as regiões norte e sul, as forças do campo magnético em diferentes latitudes permitem que ele interprete o mecanismo de pares radicais com mais precisão e que ele saiba quando chegar ao seu destino. Existe uma conexão neural entre o olho e o ""Cluster N"", a parte do prosencéfalo que está ativa durante a orientação migratória, sugerindo que os pássaros podem realmente ver o campo magnético da Terra.",Como o campo magnético ajuda o pássaro em diferentes latitudes?,ele saiba quando chegar ao seu destino,1079
"Vinaya é o código moral específico para monges e freiras. Inclui o Patimokkha, um conjunto de 227 regras para monges na recensão de Theravadin. O conteúdo preciso das vinayapitaka (escrituras em Vinaya) difere um pouco de acordo com as diferentes escolas, e diferentes escolas ou sub-escolas estabelecem padrões diferentes para o grau de adesão a Vinaya. Os monges novatos usam os dez preceitos, que são os preceitos básicos dos monásticos.",Quantos preceitos básicos existem para os monásticos?,os dez preceitos,378
"Mosaicos da era Justiniana importantes decoravam o Mosteiro de Santa Catarina no Monte Sinai, no Egito. Geralmente, os mosaicos de parede não sobreviveram na região devido à destruição de edifícios, mas o Mosteiro de Santa Catarina é excepcional. Na parede superior, Moisés é mostrado em dois painéis em um fundo de paisagem. Na abside, podemos ver a Transfiguração de Jesus em um fundo dourado. A abside é cercada por faixas contendo medalhões de apóstolos e profetas e duas figuras contemporâneas, ""Abbot Longinos"" e ""John the Deacon"". O mosaico foi provavelmente criado em 565/6.",Quando foi criado o mosaico no mosteiro de Santa Catarina?,em 565/6,573
